File Name;Execution;Number of vertices;Number of edges;Min count;Max count;Block Ordering;Random guess;Random distance;Random hit;Predictor guess;Predictor distance;Predictor hit;Profile guess;Profile distance;Profile hit;Benchmark link
extr_linuxdriversledsleds-netxbig.c_netxbig_led_get_timer_mode.c;2;11;14;0;1;"0;27;30;6;13;13_24.ce;19;24;25;7;7_24.ce";"7_24.ce;27;30;19;6;13_24.ce;25;0;24;7;13";24;0,5636;"6;7;24;25;13;7_24.ce;13_24.ce;0;30;27;19";35;0,3636;"6;24;25;7;7_24.ce;0;27;30;13;13_24.ce;19";27;0,5091;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversledsleds-netxbig.c_netxbig_led_get_timer_mode.c
extr_linuxdriversmediaceccec-api.c_cec_validate_phys_addr.c;0;19;25;0;2;"20;22;0;11;15;18;26;29;30;33;4;5;7;12;13;15.le;17;3;32";"5;15;17;29;3;11;15.le;33;20;30;7;32;22;13;18;12;4;26;0";96;0,4386;"5;7;12;13;20;22;29;30;0;33;15;3;4;15.le;17;18;11;32;26";76;0,5556;"20;22;0;11;15;18;26;29;30;33;4;5;7;12;13;15.le;17;3;32";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaceccec-api.c_cec_validate_phys_addr.c
extr_linuxdriversmediaceccec-api.c_cec_validate_phys_addr.c;1;19;25;0;2;"20;22;0;11;15;18;26;29;30;33;4;5;7;12;13;15.le;17;3;32";"5;15;17;29;3;11;15.le;33;20;30;7;32;22;13;18;12;4;26;0";96;0,4386;"5;7;12;13;20;22;29;30;0;33;15;3;4;15.le;17;18;11;32;26";76;0,5556;"20;22;0;11;15;18;26;29;30;33;4;5;7;12;13;15.le;17;3;32";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaceccec-api.c_cec_validate_phys_addr.c
extr_linuxdriversmediaceccec-api.c_cec_validate_phys_addr.c;2;19;25;0;1;"0;11;15;18;20;22;26;33;4;5;7;12;13;15.le;17;29;3;30;32";"5;15;17;29;3;11;15.le;33;20;30;7;32;22;13;18;12;4;26;0";99;0,4211;"5;7;12;13;20;22;29;30;0;33;15;3;4;15.le;17;18;11;32;26";85;0,5029;"20;22;0;11;15;18;26;29;30;33;4;5;7;12;13;15.le;17;3;32";25;0,8538;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaceccec-api.c_cec_validate_phys_addr.c
extr_linuxdriversmediaceccec-edid.c_cec_phys_addr_validate.c;0;31;41;0;2;"38;40;0;12;13;15;19;23;26;28;31;33;36;4;44;47;48;5;51;7;8;0_5.ce;11;20;21;23.le;25;26_31.ce;31_36.ce;50;5_8.ce";"5;13;31_36.ce;38;0_5.ce;47;44;48;20;25;5_8.ce;26;51;36;19;8;50;23.le;0;12;23;15;31;11;33;26_31.ce;28;7;40;4;21";244;0,4753;"13;15;20;21;38;40;47;48;0;5;51;8;4;7;11;12;23;0_5.ce;5_8.ce;23.le;25;26;31;36;19;28;33;50;44;26_31.ce;31_36.ce";173;0,6280;"38;40;0;12;13;15;19;23;26;28;31;33;36;4;44;47;48;5;51;7;8;0_5.ce;11;20;21;23.le;25;26_31.ce;31_36.ce;50;5_8.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaceccec-edid.c_cec_phys_addr_validate.c
extr_linuxdriversmediaceccec-edid.c_cec_phys_addr_validate.c;1;31;41;0;2;"38;40;0;12;13;15;19;23;26;28;31;33;36;4;44;47;48;5;51;7;8;0_5.ce;11;20;21;23.le;25;26_31.ce;31_36.ce;50;5_8.ce";"5;13;31_36.ce;38;0_5.ce;47;44;48;20;25;5_8.ce;26;51;36;19;8;50;23.le;0;12;23;15;31;11;33;26_31.ce;28;7;40;4;21";244;0,4753;"13;15;20;21;38;40;47;48;0;5;51;8;4;7;11;12;23;0_5.ce;5_8.ce;23.le;25;26;31;36;19;28;33;50;44;26_31.ce;31_36.ce";173;0,6280;"38;40;0;12;13;15;19;23;26;28;31;33;36;4;44;47;48;5;51;7;8;0_5.ce;11;20;21;23.le;25;26_31.ce;31_36.ce;50;5_8.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaceccec-edid.c_cec_phys_addr_validate.c
extr_linuxdriversmediaceccec-edid.c_cec_phys_addr_validate.c;2;31;41;0;1;"0;12;13;15;19;23;26;28;31;33;36;38;4;40;44;5;51;7;8;0_5.ce;11;20;21;23.le;25;26_31.ce;31_36.ce;47;48;50;5_8.ce";"5;13;31_36.ce;38;0_5.ce;47;44;48;20;25;5_8.ce;26;51;36;19;8;50;23.le;0;12;23;15;31;11;33;26_31.ce;28;7;40;4;21";255;0,4516;"13;15;20;21;38;40;47;48;0;5;51;8;4;7;11;12;23;0_5.ce;5_8.ce;23.le;25;26;31;36;19;28;33;50;44;26_31.ce;31_36.ce";204;0,5613;"38;40;0;12;13;15;19;23;26;28;31;33;36;4;44;47;48;5;51;7;8;0_5.ce;11;20;21;23.le;25;26_31.ce;31_36.ce;50;5_8.ce";47;0,8989;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaceccec-edid.c_cec_phys_addr_validate.c
extr_linuxdriversmediaceccec-edid.c_cec_phys_addr_validate.c;3;31;41;0;4;"38;40;47;48;0;12;13;15;19;23;26;28;31;33;36;4;5;50;51;7;8;0_5.ce;11;20;21;23.le;25;26_31.ce;31_36.ce;44;5_8.ce";"5;13;31_36.ce;38;0_5.ce;47;44;48;20;25;5_8.ce;26;51;36;19;8;50;23.le;0;12;23;15;31;11;33;26_31.ce;28;7;40;4;21";232;0,5011;"13;15;20;21;38;40;47;48;0;5;51;8;4;7;11;12;23;0_5.ce;5_8.ce;23.le;25;26;31;36;19;28;33;50;44;26_31.ce;31_36.ce";153;0,6710;"38;40;0;12;13;15;19;23;26;28;31;33;36;4;44;47;48;5;51;7;8;0_5.ce;11;20;21;23.le;25;26_31.ce;31_36.ce;50;5_8.ce";50;0,8925;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaceccec-edid.c_cec_phys_addr_validate.c
extr_linuxdriversmediacommonb2c2flexcop-eeprom.c_calc_lrc.c;0;5;6;1;11;"3;4;9;0;11";"9;4;11;0;3";6;0,4000;"3;4;9;0;11";0;1,0000;"3;4;9;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediacommonb2c2flexcop-eeprom.c_calc_lrc.c
extr_linuxdriversmediadvb-frontendsdrx39xyjdrxj.c_frac28.c;0;8;10;0;8;"6;14;8;0;16;16_21.ce;21;19";"8;14;0;16_21.ce;16;19;21;6";10;0,6429;"6;14;8;0;16;21;16_21.ce;19";1;0,9643;"6;14;8;0;16;16_21.ce;21;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsdrx39xyjdrxj.c_frac28.c
extr_linuxdriversmediadvb-frontendsdrx39xyjdrxj.c_frac28.c;1;8;10;0;8;"6;14;8;0;16;16_21.ce;21;19";"8;14;0;16_21.ce;16;19;21;6";10;0,6429;"6;14;8;0;16;21;16_21.ce;19";1;0,9643;"6;14;8;0;16;16_21.ce;21;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsdrx39xyjdrxj.c_frac28.c
extr_linuxdriversmediadvb-frontendsdrx39xyjdrxj.c_frac28.c;2;8;10;0;8;"6;14;8;0;16;16_21.ce;21;19";"8;14;0;16_21.ce;16;19;21;6";10;0,6429;"6;14;8;0;16;21;16_21.ce;19";1;0,9643;"6;14;8;0;16;16_21.ce;21;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsdrx39xyjdrxj.c_frac28.c
extr_linuxdriversmediadvb-frontendsdrxk_hard.c_Frac28a.c;0;8;10;0;8;"6;14;8;0;16;16_21.ce;21;19";"8;14;0;16_21.ce;16;19;21;6";10;0,6429;"6;14;8;0;16;21;16_21.ce;19";1;0,9643;"6;14;8;0;16;16_21.ce;21;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsdrxk_hard.c_Frac28a.c
extr_linuxdriversmediadvb-frontendsdrxk_hard.c_Frac28a.c;1;8;10;0;8;"6;14;8;0;16;16_21.ce;21;19";"8;14;0;16_21.ce;16;19;21;6";10;0,6429;"6;14;8;0;16;21;16_21.ce;19";1;0,9643;"6;14;8;0;16;16_21.ce;21;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsdrxk_hard.c_Frac28a.c
extr_linuxdriversmediadvb-frontendsdrxk_hard.c_Frac28a.c;2;8;10;0;8;"6;14;8;0;16;16_21.ce;21;19";"8;14;0;16_21.ce;16;19;21;6";10;0,6429;"6;14;8;0;16;21;16_21.ce;19";1;0,9643;"6;14;8;0;16;16_21.ce;21;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsdrxk_hard.c_Frac28a.c
extr_linuxdriversmediadvb-frontendsmxl5xx.c_convert_endian.c;0;14;20;0;3;"5;63;8;0;124;4;65;68;3;65_124.ce;65_67.ce;65_67.crit_edge1;67;96";"4;65_124.ce;0;63;8;65;65_67.crit_edge1;68;5;65_67.ce;67;96;124;3";33;0,6374;"5;63;8;124;0;4;65;3;67;65_124.ce;65_67.ce;65_67.crit_edge1;68;96";9;0,9011;"5;63;8;0;124;4;65;68;3;65_124.ce;65_67.ce;65_67.crit_edge1;67;96";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsmxl5xx.c_convert_endian.c
extr_linuxdriversmediadvb-frontendsmxl5xx.c_gold2root.c;0;8;10;0;101;"5;14;7;0;0_4.ce;16;4;3";"3;4;0;7;5;14;16;0_4.ce";19;0,3214;"5;14;7;0;16;4;0_4.ce;3";2;0,9286;"5;14;7;0;0_4.ce;16;4;3";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsmxl5xx.c_gold2root.c
extr_linuxdriversmediadvb-frontendsmxl5xx.c_gold2root.c;1;8;10;0;256;"5;14;7;0;0_4.ce;16;4;3";"3;4;0;7;5;14;16;0_4.ce";19;0,3214;"5;14;7;0;16;4;0_4.ce;3";2;0,9286;"5;14;7;0;0_4.ce;16;4;3";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsmxl5xx.c_gold2root.c
extr_linuxdriversmediadvb-frontendsmxl5xx.c_gold2root.c;2;8;10;0;11;"5;14;7;0;0_4.ce;16;4;3";"3;4;0;7;5;14;16;0_4.ce";19;0,3214;"5;14;7;0;16;4;0_4.ce;3";2;0,9286;"5;14;7;0;0_4.ce;16;4;3";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsmxl5xx.c_gold2root.c
extr_linuxdriversmediadvb-frontendsnxt200x.c_nxt200x_crc.c;0;8;10;1;9;"5;17;19;7;15;11;0;21";"7;11;0;17;15;19;21;5";16;0,4286;"5;17;19;7;11;15;0;21";1;0,9643;"5;17;19;7;15;11;0;21";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsnxt200x.c_nxt200x_crc.c
extr_linuxdriversmediadvb-frontendsnxt200x.c_nxt200x_crc.c;1;8;10;0;9;"5;11;17;19;7;0;21;15";"7;11;0;17;15;19;21;5";14;0,5000;"5;17;19;7;11;15;0;21";5;0,8214;"5;17;19;7;15;11;0;21";6;0,7857;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsnxt200x.c_nxt200x_crc.c
extr_linuxdriversmediadvb-frontendsnxt200x.c_nxt200x_crc.c;2;8;10;1;9;"5;17;19;7;15;11;0;21";"7;11;0;17;15;19;21;5";16;0,4286;"5;17;19;7;11;15;0;21";1;0,9643;"5;17;19;7;15;11;0;21";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsnxt200x.c_nxt200x_crc.c
extr_linuxdriversmediadvb-frontendsstv0367.c_extract_mask_pos.c;0;7;9;1;4;"4;8;10;6;0;15;4_8.ce";"6;4_8.ce;8;15;4;10;0";12;0,4286;"4;8;10;4_8.ce;6;0;15";3;0,8571;"4;8;10;6;0;15;4_8.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsstv0367.c_extract_mask_pos.c
extr_linuxdriversmediadvb-frontendsstv0900_core.c_extract_mask_pos.c;0;7;9;1;4;"4;8;10;6;0;15;4_8.ce";"6;4_8.ce;8;15;4;10;0";12;0,4286;"4;8;10;4_8.ce;6;0;15";3;0,8571;"4;8;10;6;0;15;4_8.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediadvb-frontendsstv0900_core.c_extract_mask_pos.c
extr_linuxdriversmediai2cad9389b.c_edid_block_verify_crc.c;0;5;6;1;129;"2;3;8;0;10";"8;3;10;0;2";6;0,4000;"2;3;8;0;10";0;1,0000;"2;3;8;0;10";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediai2cad9389b.c_edid_block_verify_crc.c
extr_linuxdriversmediai2cadv7511.c_edid_block_verify_crc.c;0;5;6;1;129;"2;3;8;0;10";"8;3;10;0;2";6;0,4000;"2;3;8;0;10";0;1,0000;"2;3;8;0;10";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediai2cadv7511.c_edid_block_verify_crc.c
extr_linuxdriversmediai2cadv7511.c_hdmi_infoframe_checksum.c;0;5;6;1;11;"3;4;8;0;10";"8;4;10;0;3";6;0,4000;"3;4;8;0;10";0;1,0000;"3;4;8;0;10";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediai2cadv7511.c_hdmi_infoframe_checksum.c
extr_linuxdriversmediai2cir-kbd-i2c.c_cmp_no_trail.c;0;7;9;0;255;"6;15;8;0;16;22;14";"14;8;15;22;6;16;0";13;0,3810;"6;8;15;0;22;16;14";2;0,9048;"6;15;8;0;16;22;14";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediai2cir-kbd-i2c.c_cmp_no_trail.c
extr_linuxdriversmediai2cir-kbd-i2c.c_cmp_no_trail.c;1;7;9;0;10;"6;15;8;0;16;22;14";"14;8;15;22;6;16;0";13;0,3810;"6;8;15;0;22;16;14";2;0,9048;"6;15;8;0;16;22;14";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediai2cir-kbd-i2c.c_cmp_no_trail.c
extr_linuxdriversmediai2cir-kbd-i2c.c_copy_codes.c;0;7;9;1;256;"7;21;9;14;0;18;22";"14;9;18;22;7;21;0";11;0,4762;"7;21;9;14;18;0;22";1;0,9524;"7;21;9;14;0;18;22";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediai2cir-kbd-i2c.c_copy_codes.c
extr_linuxdriversmediai2cir-kbd-i2c.c_copy_codes.c;1;7;9;1;11;"7;21;9;14;0;18;22";"14;9;18;22;7;21;0";11;0,4762;"7;21;9;14;18;0;22";1;0,9524;"7;21;9;14;0;18;22";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediai2cir-kbd-i2c.c_copy_codes.c
extr_linuxdriversmediai2csaa7115.c_saa711x_decode_wss.c;0;10;13;0;17;"3;22;25;4;0;27;43;45;21;44";"4;45;0;25;22;27;43;3;21;44";17;0,6222;"3;4;22;25;0;45;27;21;43;44";5;0,8889;"3;22;25;4;0;27;43;45;21;44";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediai2csaa7115.c_saa711x_decode_wss.c
extr_linuxdriversmediapcibt8xxdst.c_dst_check_sum.c;0;8;10;0;11;"6;12;8;0;14;17;5;4";"5;6;0;12;8;14;17;4";8;0,7143;"6;12;8;0;17;14;5;4";1;0,9643;"6;12;8;0;14;17;5;4";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediapcibt8xxdst.c_dst_check_sum.c
extr_linuxdriversmediaplatformexynos4-isfimc-core.c_fimc_get_scaler_factor.c;0;9;12;0;6;"10;13;18;0;17;20;9;19;6";"10;9;13;18;6;17;20;0;19";11;0,6944;"10;13;18;0;20;6;9;19;17";6;0,8333;"10;13;18;0;17;20;9;19;6";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformexynos4-isfimc-core.c_fimc_get_scaler_factor.c
extr_linuxdriversmediaplatformmtk-jpegmtk_jpeg_core.c_mtk_jpeg_enum_fmt.c;0;14;18;0;256;"6;14;19;21;22;7;0;24;24.le;26;35;18;29;7_21.ce";"7;24.le;0;18;14;19;21;26;7_21.ce;22;24;29;35;6";41;0,5495;"6;7;21;22;14;19;7_21.ce;0;24;35;24.le;26;29;18";18;0,8022;"6;14;19;21;22;7;0;24;24.le;26;35;18;29;7_21.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformmtk-jpegmtk_jpeg_core.c_mtk_jpeg_enum_fmt.c
extr_linuxdriversmediaplatformmtk-jpegmtk_jpeg_core.c_mtk_jpeg_enum_fmt.c;1;14;18;0;11;"6;14;19;21;22;7;0;24;24.le;26;35;18;29;7_21.ce";"7;24.le;0;18;14;19;21;26;7_21.ce;22;24;29;35;6";41;0,5495;"6;7;21;22;14;19;7_21.ce;0;24;35;24.le;26;29;18";18;0,8022;"6;14;19;21;22;7;0;24;24.le;26;35;18;29;7_21.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformmtk-jpegmtk_jpeg_core.c_mtk_jpeg_enum_fmt.c
extr_linuxdriversmediaplatformmtk-jpegmtk_jpeg_core.c_mtk_jpeg_enum_fmt.c;2;14;18;0;1;"0;24;24.le;26;35;6;14;18;19;21;22;29;7;7_21.ce";"7;24.le;0;18;14;19;21;26;7_21.ce;22;24;29;35;6";42;0,5385;"6;7;21;22;14;19;7_21.ce;0;24;35;24.le;26;29;18";53;0,4176;"6;14;19;21;22;7;0;24;24.le;26;35;18;29;7_21.ce";35;0,6154;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformmtk-jpegmtk_jpeg_core.c_mtk_jpeg_enum_fmt.c
extr_linuxdriversmediaplatformqcomcamsscamss-csid.c_csid_find_code.c;0;18;24;0;256;"9;11;13;19;27;28;0;0_8.ce;30;33;8;18;20;22;26;5;5_8.ce;7";"5;18;0;27;7;28;11;20;5_8.ce;13;30;22;26;33;8;9;19;0_8.ce";90;0,4118;"9;11;27;28;13;19;20;26;0;33;8;0_8.ce;30;5;18;5_8.ce;7;22";25;0,8366;"9;11;13;19;27;28;0;0_8.ce;30;33;8;18;20;22;26;5;5_8.ce;7";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformqcomcamsscamss-csid.c_csid_find_code.c
extr_linuxdriversmediaplatformqcomcamsscamss-csid.c_csid_find_code.c;1;18;24;0;11;"9;11;13;19;27;28;0;0_8.ce;30;33;8;18;20;22;26;5;5_8.ce;7";"5;18;0;27;7;28;11;20;5_8.ce;13;30;22;26;33;8;9;19;0_8.ce";90;0,4118;"9;11;27;28;13;19;20;26;0;33;8;0_8.ce;30;5;18;5_8.ce;7;22";25;0,8366;"9;11;13;19;27;28;0;0_8.ce;30;33;8;18;20;22;26;5;5_8.ce;7";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformqcomcamsscamss-csid.c_csid_find_code.c
extr_linuxdriversmediaplatformqcomcamsscamss-csid.c_csid_find_code.c;2;18;24;0;1;"0;0_8.ce;11;13;18;33;8;9;19;20;22;26;27;28;30;5;5_8.ce;7";"5;18;0;27;7;28;11;20;5_8.ce;13;30;22;26;33;8;9;19;0_8.ce";90;0,4118;"9;11;27;28;13;19;20;26;0;33;8;0_8.ce;30;5;18;5_8.ce;7;22";57;0,6275;"9;11;13;19;27;28;0;0_8.ce;30;33;8;18;20;22;26;5;5_8.ce;7";40;0,7386;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformqcomcamsscamss-csid.c_csid_find_code.c
extr_linuxdriversmediaplatformqcomcamsscamss-vfe.c_vfe_find_code.c;0;18;24;0;11;"9;11;13;19;27;28;0;0_8.ce;30;33;8;18;20;22;26;5;5_8.ce;7";"5;18;0;27;7;28;11;20;5_8.ce;13;30;22;26;33;8;9;19;0_8.ce";90;0,4118;"9;11;27;28;13;19;20;26;0;33;8;0_8.ce;30;5;18;5_8.ce;7;22";25;0,8366;"9;11;13;19;27;28;0;0_8.ce;30;33;8;18;20;22;26;5;5_8.ce;7";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformqcomcamsscamss-vfe.c_vfe_find_code.c
extr_linuxdriversmediaplatforms3c-camifcamif-core.c_camif_get_scaler_factor.c;0;9;12;0;6;"10;13;18;0;17;20;9;19;6";"10;9;13;18;6;17;20;0;19";11;0,6944;"10;13;18;0;20;6;9;19;17";6;0,8333;"10;13;18;0;17;20;9;19;6";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatforms3c-camifcamif-core.c_camif_get_scaler_factor.c
extr_linuxdriversmediaplatformvividvivid-vbi-gen.c_calc_parity.c;0;5;6;1;8;"2;10;3;0;12";"10;3;12;0;2";5;0,5000;"2;10;3;0;12";0;1,0000;"2;10;3;0;12";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformvividvivid-vbi-gen.c_calc_parity.c
extr_linuxdriversmediaplatformvividvivid-vbi-gen.c_calc_parity.c;1;5;6;1;8;"2;10;3;0;12";"10;3;12;0;2";5;0,5000;"2;10;3;0;12";0;1,0000;"2;10;3;0;12";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformvividvivid-vbi-gen.c_calc_parity.c
extr_linuxdriversmediaplatformvividvivid-vbi-gen.c_calc_parity.c;2;5;6;1;8;"2;10;3;0;12";"10;3;12;0;2";5;0,5000;"2;10;3;0;12";0;1,0000;"2;10;3;0;12";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformvividvivid-vbi-gen.c_calc_parity.c
extr_linuxdriversmediaplatformvividvivid-vbi-gen.c_cc_insert.c;0;5;6;1;8;"3;22;4;0;24";"22;4;24;0;3";5;0,5000;"3;22;4;0;24";0;1,0000;"3;22;4;0;24";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaplatformvividvivid-vbi-gen.c_cc_insert.c
extr_linuxdriversmediaradioradio-miropcm20.c_sanitize.c;0;8;10;0;11;"3;10;13;14;4;0;16;4_13.ce";"4;4_13.ce;0;13;10;14;16;3";19;0,3214;"3;13;14;4;10;4_13.ce;0;16";5;0,8214;"3;10;13;14;4;0;16;4_13.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediaradioradio-miropcm20.c_sanitize.c
extr_linuxdriversmediarcwinbond-cir.c_wbcir_to_rc6cells.c;0;8;10;1;5;"3;16;18;5;12;0;20;8";"5;8;0;16;12;18;20;3";18;0,3571;"3;16;18;5;12;8;0;20";2;0,9286;"3;16;18;5;12;0;20;8";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediarcwinbond-cir.c_wbcir_to_rc6cells.c
extr_linuxdriversmediarcwinbond-cir.c_wbcir_to_rc6cells.c;1;8;10;0;5;"3;16;18;5;8;0;20;12";"5;8;0;16;12;18;20;3";15;0,4643;"3;16;18;5;12;8;0;20";3;0,8929;"3;16;18;5;12;0;20;8";5;0,8214;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediarcwinbond-cir.c_wbcir_to_rc6cells.c
extr_linuxdriversmediarcwinbond-cir.c_wbcir_to_rc6cells.c;2;8;10;1;5;"3;16;18;5;12;8;0;20";"5;8;0;16;12;18;20;3";16;0,4286;"3;16;18;5;12;8;0;20";0;1,0000;"3;16;18;5;12;0;20;8";2;0,9286;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediarcwinbond-cir.c_wbcir_to_rc6cells.c
extr_linuxdriversmediarcwinbond-cir.c_wbcir_to_rc6cells.c;3;8;10;1;5;"3;16;18;5;12;8;0;20";"5;8;0;16;12;18;20;3";16;0,4286;"3;16;18;5;12;8;0;20";0;1,0000;"3;16;18;5;12;0;20;8";2;0,9286;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediarcwinbond-cir.c_wbcir_to_rc6cells.c
extr_linuxdriversmediatunersmax2165.c_fixpt_div32.c;0;11;14;0;32;"15;17;17_23.ce;23;25;0;11;27;28;20;8";"15;27;28;20;8;17_23.ce;25;0;23;11;17";31;0,4364;"15;17;23;25;17_23.ce;20;0;28;11;27;8";8;0,8545;"15;17;17_23.ce;23;25;0;11;27;28;20;8";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediatunersmax2165.c_fixpt_div32.c
extr_linuxdriversmediausbcx231xxcx231xx-417.c_mci_write_memory_to_gpio.c;0;5;6;1;7;"67;69;71;0;73";"71;69;73;0;67";6;0,4000;"67;69;71;0;73";0;1,0000;"67;69;71;0;73";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediausbcx231xxcx231xx-417.c_mci_write_memory_to_gpio.c
extr_linuxdriversmediausbcx231xxcx231xx-417.c_mci_write_memory_to_gpio.c;1;5;6;1;7;"67;69;71;0;73";"71;69;73;0;67";6;0,4000;"67;69;71;0;73";0;1,0000;"67;69;71;0;73";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediausbcx231xxcx231xx-417.c_mci_write_memory_to_gpio.c
extr_linuxdriversmediausbcx231xxcx231xx-video.c_cx231xx_find_next_SAV_EAV.c;0;15;20;0;253;"6;32;33;9;9_32.ce;0;35;36;5;14;14_32.ce;20;20_32.ce;26;4";"6;20_32.ce;26;14;4;9_32.ce;20;0;33;5;9;36;35;14_32.ce;32";64;0,3905;"6;9;32;33;14;9_32.ce;14_32.ce;20;20_32.ce;0;36;4;5;35;26";24;0,7714;"6;32;33;9;9_32.ce;0;35;36;5;14;14_32.ce;20;20_32.ce;26;4";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversmediausbcx231xxcx231xx-video.c_cx231xx_find_next_SAV_EAV.c
